brand,file_path,product_usage_in_action,product_usage_in_action_description,product_clearly_seen,product_clearly_seen_description,is_a_child_or_baby_present,is_a_child_or_baby_present_description
pampersus,results/pampersus/C8PSosPtwoY_2024-06-15_14-00-00_UTC_1.mp4,False,"A child is shown holding a diaper, but it is not shown being used on the child.",True,The product is shown in the beginning and the packaging is clearly visible. A diaper is also clearly shown being held by a child.,True,A young boy is featured throughout the video.
pampersus,results/pampersus/C5lyREIApvm_2024-04-10_18-13-47_UTC.mp4,True,A baby is shown wearing the Pampers Easy Ups training underwear.  The mother is also shown putting the underwear on the baby.,True,The Pampers Easy Ups box and the underwear themselves are clearly visible throughout the video.,True,"A toddler is present throughout the video, and is the focus of the demonstration of the product."
pampersus,results/pampersus/C7SaJYMvtDP_2024-05-22_22-33-31_UTC_1.mp4,True,The person in the video uses the wipes to clean peanut butter from their arm.  This is used as a demonstration of the product's cleaning capabilities.,True,"The product, Pampers Free & Gentle wipes, is clearly visible in the packaging throughout the video. The wipes themselves are shown in detail.",True,An image of a baby is on the box of Pampers diapers shown in the video.
pampersus,results/pampersus/C8H-R1VpiBF_2024-06-12_17-48-35_UTC_1.mp4,True,A baby is shown having peanut butter wiped off of their arms and hands by an adult using the Pampers wipes.,True,"The Pampers wipes are shown throughout the video, in the packaging and out of the packaging.",True,A baby is shown in a high chair and in a stroller. The baby is also shown in a carrier being held by an adult.
pampersus,results/pampersus/C-Lo_7ehvvY_2024-08-02_21-02-22_UTC.mp4,True,A baby is shown wearing the Pampers Easy Ups training underwear.,True,The Pampers Easy Ups packaging and the underwear itself are clearly shown in the video.,True,"A toddler is present throughout the video, wearing and demonstrating the Pampers Easy Ups."
pampersus,results/pampersus/C59xBnCM_af_2024-04-20_01-39-52_UTC.mp4,False,"A person is shown buying Pampers diapers at a store, but there is no demonstration of the diapers being used.",True,Many packages of Pampers diapers are clearly visible throughout the video.  The brand is visible on the packaging.,True,A baby is shown at the end of the video being held by a woman.
pampersus,results/pampersus/C74uLkWu-Yt_2024-06-06_19-40-41_UTC.mp4,True,A women puts a diaper on a baby mannequin.  A man shows how absorbent the diapers are by pouring liquid on them.,True,"The Pampers Swaddlers 360 diapers are clearly shown throughout the video.  The packaging is shown, and the diaper itself is shown being put on a mannequin and in the absorption test.",True,A baby is on the diaper packaging and a baby mannequin is used in the video.
pampersus,results/pampersus/C7juemCM0Fp_2024-05-29_15-58-10_UTC_1.mp4,False,The video shows the person holding pampers diapers but not using them on a baby.,True,The pampers diapers are clearly shown in the video.,False,There is no baby present in the video. The video shows baby-related items and the person who is speaking. 
pampersus,results/pampersus/C7kYDHHMM4Z_2024-05-29_22-02-42_UTC.mp4,False,The video shows a woman talking about Pampers diapers and a diaper stash online platform. No one is shown using the diapers.,False,"Pampers diapers are mentioned and the website is shown, but no diapers are visually shown in the video.",False,There are no children or babies present in this video.
pampersus,results/pampersus/DBKYrykxGEV_2024-10-15_22-55-27_UTC.mp4,True,"A used diaper is shown in the video, and the presenter talks about the benefits of using Pampers Swaddlers diapers.",True,The Pampers Swaddlers box and diapers are clearly shown throughout the video.,True,"A baby is shown on the Pampers Swaddlers box, and another baby is shown towards the end of the video wearing a diaper."
pampersus,results/pampersus/C8UVv9uJ3FW_2024-06-17_13-04-44_UTC_1.mp4,True,A man is shown using the wipes to clean a baby.,True,"The product is shown multiple times in the video, clearly showing the brand name and packaging.",True,A baby is present and is shown having their diaper changed with the product.
pampersus,results/pampersus/C3TTHtouoR4_2024-02-13_20-51-01_UTC_1.mp4,False,"A person is showing the product and its features, but there is no demonstration of it being used on a baby.",True,"The Pampers Cruisers 360 diapers are clearly shown on shelves in Sam's Club, in the shopping cart, and also being held by the person. The packaging clearly shows the brand and product name.",True,A baby is shown on the diaper packaging.
pampersus,results/pampersus/C8xFwihP3V0_2024-06-28_17-04-47_UTC_1.mp4,True,"A baby is shown wearing a diaper, and wipes are used to clean up a mess.",True,The Pampers Free & Gentle wipes and diapers are shown in various shots throughout the video.,True,"A baby is present throughout the video, and is shown wearing diapers."
pampersus,results/pampersus/C-8jjrLSwpH_2024-08-21_21-01-14_UTC.mp4,False,"The video shows a pregnant woman, but there is no baby or use of diapers shown.",False,The Pampers brand is not shown in this video.,False,There is no baby present in this video; only a pregnant woman.
pampersus,results/pampersus/C8prl3Py58P_2024-06-25_20-00-11_UTC_1.mp4,True,A baby is shown wearing pampers easy ups diaper. ,True,The pampers easy ups diapers are shown in the video and on the website shown in the video.,True,There are three babies present in the video wearing pampers easy ups diapers.
pampersus,results/pampersus/C8pDqmSOnDJ_2024-06-25_14-10-34_UTC.mp4,False,No person is shown using the product in action. The video shows a person holding the product box and explaining its benefits.,True,"The Pampers Easy Ups box is clearly visible throughout the video, prominently displayed in multiple shots.",False,No child or baby is physically present in the video.  The video is primarily focused on the adult presenter discussing the product.
pampersus,results/pampersus/C5WjxAUv1md_2024-04-04_20-11-18_UTC_1.mp4,True,A mother is shown changing her baby's diaper. ,True,"The Pampers Swaddlers diapers are clearly shown in multiple scenes throughout the video, including a box shot and close-ups of the diaper itself.",True,"A baby is present throughout the video, wearing Pampers Swaddlers diapers."
pampersus,results/pampersus/C3LJ9nsghW9_2024-02-10_16-50-51_UTC_6.mp4,True,A baby is shown wearing a Pampers diaper. ,True,The Pampers Cruisers 360 diapers are clearly visible on the box and some individual diapers are also visible.,True,A baby is present throughout the video and is shown wearing the Pampers diapers.
pampersus,results/pampersus/C-L7Ys8S255_2024-08-02_23-44-36_UTC.mp4,True,A baby is shown wearing the diaper. ,True,"The Pampers Easy Ups diapers are clearly shown in the video, both on the babies and in the hand of the woman. The packaging is also shown. ",True,Two babies are shown wearing the diapers and playing.
pampersus,results/pampersus/C8NKsmkPHkG_2024-06-14_18-13-52_UTC_1.mp4,False,No one in the video shows themselves using the product. A person is holding the product and showing its features.,True,The product is shown multiple times throughout the video.  The packaging and the product itself are clearly seen.,True,A baby is present in the video and is shown wearing the diaper.
pampersus,results/pampersus/C8n8dAtNFnJ_2024-06-25_03-49-34_UTC_1.mp4,True,The video shows a person using the Pampers wipes to clean their baby. ,True,"The Pampers Free & Gentle wipes packaging is clearly visible throughout the video, along with the product itself being used.",True,A baby is present in the video and is shown being cleaned with the Pampers wipes.
pampersus,results/pampersus/C813nutxaEr_2024-06-30_13-43-35_UTC_1.mp4,False,No one in the video shows themselves using the product in action. The video is a true or false game about Pampers diapers.,True,The Pampers Swaddlers box and diaper are clearly seen throughout the video.,True,A baby is present on the Pampers Swaddlers box.
pampersus,results/pampersus/C9-Apt8JH7f_2024-07-28_13-59-07_UTC_5_1.mp4,False,No one in the video shows themselves using pampers diapers.,False,The pampers brand is not seen in this video.,False,There is no child or baby present in this video.
pampersus,results/pampersus/C8XZPJSy2pU_2024-06-18_17-35-41_UTC_1.mp4,True,A child is shown wearing the Pampers Easy Ups training pants.,True,The Pampers Easy Ups box and the training pants themselves are clearly shown throughout the video.,True,"A toddler is present throughout the video, and is the focus of the potty training demonstration."
pampersus,results/pampersus/C77RkcxR1HL_2024-06-07_19-32-54_UTC.mp4,False,"The person in the video is shown organizing and placing the diapers in a cart, but not using them on a baby.",True,"The Pampers Swaddlers Overnights diapers are clearly shown in the video, both in their packaging and individually.",False,There are no children or babies present in the video.
pampersus,results/pampersus/C8KaQQKP4ZX_2024-06-13_16-32-27_UTC_1.mp4,False,"The video shows a woman talking about Pampers Easy Ups, and then showing the product and a baby, but it does not show the product being used in action by the baby.",True,"The Pampers Easy Ups product is clearly shown in the video, both in its box and individually.",True,A baby is shown in the video; she is the focus of the potty training tips.
pampersus,results/pampersus/C95YSx7hArU_2024-07-26_18-52-02_UTC_1.mp4,False,The video shows a person pushing a shopping cart with Pampers Swaddlers diapers in it.  No one is shown using the diapers.,True,Many boxes of Pampers Swaddlers diapers are clearly visible throughout the video.,True,Photos of babies wearing Pampers Swaddlers diapers are shown on the boxes.
pampersus,results/pampersus/C8DY6Acto0C_2024-06-10_23-05-02_UTC_1.mp4,True,"A baby is shown getting a diaper changed, and the parents show the ease of use of the diaper.",True,"The Pampers Swaddlers 360° diapers are clearly shown in the video, both on the box and on the baby.",True,"A baby is shown throughout the video, wearing and getting changed into the Pampers Swaddlers 360° diapers."
pampersus,results/pampersus/C8xKQVnPFrj_2024-06-28_17-45-17_UTC.mp4,True,A baby is shown having his diaper changed with the Pampers Free & Gentle wipes. ,True,The Pampers Free & Gentle wipes and diapers are clearly shown multiple times throughout the video. The packaging is clearly visible and the brand name is prominent.,True,There are multiple babies and young children present in the video.
pampersus,results/pampersus/C_yZ_AJJ8xX_2024-09-11_18-52-58_UTC_1.mp4,False,"Although there are children present in the video, there is no demonstration of how to use the product.",True,The Pampers Pure diaper packaging and the diaper itself are clearly shown in the video.,True,"Yes, there are two babies or toddlers present in the video."
pampersus,results/pampersus/C2lpu_rLcFG_2024-01-27_03-19-07_UTC_1.mp4,False,The people in the video do not show themselves using the product in action. They show a comparison test of the absorption of the pampers diapers compared to another brand.,True,The pampers product is clearly seen in the video. The packaging and the diapers themselves are shown.,False,There is no child or baby present in this video.
pampersus,results/pampersus/C8dStCev-UU_2024-06-21_00-31-18_UTC.mp4,True,"A women is shown using the wipes to clean peanut butter off her arm.  Additionally, the woman shows the wipes being used on a child.",True,"The Pampers Free & Gentle wipes are shown in the store, in the woman's hands, and on the coffee table. ",True,A young boy is present in the video; the woman uses the wipes on him.
pampersus,results/pampersus/DBCH6AsSoZA_2024-10-12_17-57-19_UTC.mp4,False,No one in the video shows themselves using the product in action. The video shows a pregnant woman showing and describing the product.,True,The Pampers Swaddlers diapers and packaging are clearly seen throughout the video.,False,There is no child or baby present in the video.  A picture of a baby is shown on the diaper box.
pampersus,results/pampersus/C6w2XsvO45b_2024-05-09_21-45-32_UTC_1.mp4,False,No one in the video shows themselves using the product. The video is more focused on a mother and her children.,True,The Pampers Swaddlers and Cruisers diaper boxes are clearly visible throughout the video.,True,A baby and a toddler are present in the video.
pampersus,results/pampersus/C7wtMAOMsLv_2024-06-03_17-02-36_UTC.mp4,True,The video shows a baby wearing the Pampers Swaddlers 360 diapers throughout the video.  The parents are shown putting the diapers on the baby.,True,"The Pampers Swaddlers 360 diaper box is clearly visible in several scenes.  Additionally, the diapers themselves are clearly shown being put on the baby and being held up by one of the parents.",True,A baby is present throughout the video wearing the Pampers Swaddlers 360 diapers.
pampersus,results/pampersus/C8nlJQVMcqp_2024-06-25_00-30-43_UTC.mp4,False,"A person is showing the diaper but is not using it. A baby is shown wearing the diaper, but the action of putting it on is not shown.",True,The product is shown in the video and the brand is clearly seen.,True,There is a baby present in the video wearing the diapers.
pampersus,results/pampersus/DB1gbXivPyS_2024-11-01_16-49-59_UTC_1.mp4,True,A baby is shown while the adult puts on a diaper,True,The Pampers Swaddlers 360 is shown in the video from different angles,True,A baby is present throughout the video
pampersus,results/pampersus/DBeV82CvVW-_2024-10-23_16-55-55_UTC_1.mp4,True,A baby is shown wearing the diaper throughout the video. The video also shows a parent changing the diaper on a baby.,True,"The Pampers Swaddlers 360 diapers are clearly shown in the video, both on the babies and in the packaging.",True,There are two children present in the video; a baby and a toddler.  The toddler is shown wearing the diapers.
pampersus,results/pampersus/C507vDKLAGD_2024-04-16_15-18-25_UTC.mp4,False,The person in the video is shown unpacking and organizing the diapers but not putting them on a baby.,True,The Pampers Cruisers 360 diapers are clearly seen in the box and being unpacked and shown individually.,True,A baby is shown on the diaper packaging.
pampersus,results/pampersus/C2nJarErz2e_2024-01-27_17-14-18_UTC.mp4,False,"Although the video shows the product, it does not show anyone using the product.  The video shows experiments and tests done on the diapers, not in-action use.",True,"The Pampers Swaddlers diapers are clearly shown throughout the video, in various stages of testing.",True,A baby is shown on the box of diapers at the start of the video.
pampersus,results/pampersus/DAmPXTRvGLk_2024-10-01_22-00-00_UTC.mp4,True,A baby is shown wearing the Pampers Pure Protection diapers throughout the video.,True,"The Pampers Pure Protection diaper box is clearly visible, and the diapers themselves are shown multiple times.",True,A toddler is present in the video wearing the diapers.
pampersus,results/pampersus/C7RZXuNsRvY_2024-05-22_13-09-35_UTC_1.mp4,False,No one in the video shows themselves using Pampers diapers. ,True,Pampers diaper boxes are clearly visible throughout the video.,True,A young girl is present at the food bank receiving diapers.  There is also a baby visible in one of the montage shots at the end of the video.
pampersus,results/pampersus/C6om6gFA3QA_2024-05-06_16-57-36_UTC_1.mp4,True,A baby is shown wearing the Pampers Swaddlers 360 diapers throughout the video.  The mother is shown putting a diaper on the baby.,True,The Pampers Swaddlers 360 diaper box is shown at various points in the video. The diapers themselves are clearly visible as the mother shows the features and puts one on her baby.,True,"A baby is present, and the video focuses on the baby wearing the diapers."
pampersus,results/pampersus/C7UMllyRVAQ_2024-05-23_15-13-51_UTC.mp4,False,"Although the video shows a baby, it does not show the product in action. The video only shows the product being held and shown to the camera.",True,The product is clearly seen in the video. The packaging is prominently displayed throughout.,True,A baby is present in several scenes throughout the video.
pampersus,results/pampersus/C7g__78RCCw_2024-05-28_14-33-40_UTC.mp4,True,A woman is shown using the wipes to clean a baby.,True,The product is shown in the video. The packaging is clearly visible and the product itself is shown being used.,True,A baby is shown throughout the video.
pampersus,results/pampersus/C-EXfNpsxq6_2024-07-31_01-19-59_UTC_1.mp4,True,"A person is shown using the Pampers Free & Gentle wipes to clean a surface.  The wipes are also shown being used by another person in the video, while the baby is present.",True,"The Pampers Free & Gentle wipes and diaper boxes are clearly visible throughout the video, prominently featuring the Pampers brand and product name.",True,"A baby is present in multiple scenes of the video. The baby is shown interacting with the diaper box, and the adult uses the wipes while the baby is close by."
pampersus,results/pampersus/C80N9R6u1j-_2024-06-29_22-38-52_UTC.mp4,False,"The video shows a woman describing how to prevent diaper rash.  Although she holds up and shows the Pampers diapers and wipes, she does not show them in action on a baby.",True,The Pampers Swaddlers diapers and Baby-Clean wipes are clearly shown in the video.,True,"A baby is shown on the diaper packaging and in one shot, a diaper is shown on a baby in a sleep sack."
pampersus,results/pampersus/C-vJ_tlOYRR_2024-08-16_16-05-40_UTC.mp4,True,A baby is shown wearing the Pampers Easy Ups training underwear throughout the video. The parent assists the baby in putting on the underwear at one point.,True,The Pampers Easy Ups box and the underwear themselves are clearly visible multiple times in the video.,True,"A toddler is present throughout the video, wearing and interacting with the Pampers Easy Ups training underwear."
pampersus,results/pampersus/DBUevVLS-e6_2024-10-19_21-05-07_UTC.mp4,False,"The video shows the father and daughter interacting with the product, but it does not show them using the product in action. ",True,"The product is clearly seen in the video.  The packaging is prominently displayed, and the product itself is shown in detail. ",True,A baby girl is present throughout the video. She appears to be the target demographic for the product.
pampersus,results/pampersus/C83MZOaxgyB_2024-07-01_01-59-21_UTC.mp4,False,"The video shows the person buying the product from a store, but it does not show them using the product on a baby.",True,"The Pampers wipes are clearly seen in the video, and the packaging is visible.",True,A baby is present in the video; the man in the video is holding the baby and buying the product for them.
pampersus,results/pampersus/C6rEMyMMGhC_2024-05-07_15-54-49_UTC_1.mp4,True,A baby is shown having peanut butter cleaned from their face using the wipes.,True,The Pampers Free & Gentle wipes are shown in the video and are clearly visible to the viewer.,True,A baby is present in the video and is used to show how the wipes are used.
pampersus,results/pampersus/C8pP_T9Rtas_2024-06-25_15-58-56_UTC.mp4,True,A person is shown using the wipes to clean a surface. ,True,The Pampers Free & Gentle wipes are clearly shown throughout the video.,True,There are two babies present in the video that are being held by the woman.
pampersus,results/pampersus/C8xfcUSyDhv_2024-06-28_20-47-01_UTC_1.mp4,True,A baby is shown wearing a diaper and the parent is using wipes to clean the baby.,True,The Pampers wipes and diapers are clearly shown throughout the video.,True,A baby is present and is shown being cleaned with the Pampers wipes.
pampersus,results/pampersus/C9-u8iASBN1_2024-07-28_20-48-42_UTC.mp4,False,"A person is shown taking a diaper from a package.  A diaper is shown being held up to a child, but it is not shown being put on the child.",True,Many packages of Pampers Easy Ups diapers are clearly shown throughout the video.,True,A baby or toddler is present in multiple scenes.
pampersus,results/pampersus/C6yvoNBuotL_2024-05-10_15-27-01_UTC_1.mp4,False,No one in the video shows themselves using the product in action.  The video focuses on purchasing the product and showing the product packaging.,True,"The product, Pampers Cruisers 360 diapers, is clearly shown in its packaging on the shelves of Walmart and also shown opened by the woman in the video.",True,"A baby is present in the video; it is seen in a baby carrier while the woman is shopping, and the baby is also shown in images on the diaper packaging."
pampersus,results/pampersus/C6op28WOxBJ_2024-05-06_17-28-16_UTC.mp4,False,"Although a baby is present throughout the video, and the video is about Pampers diapers, there is no depiction of the baby using the diapers, nor is there a demonstration of how to use the diapers.",True,The Pampers diaper boxes and product packaging are clearly shown throughout the video.,True,"A baby is shown sitting in a shopping cart, and also being held by the mother throughout the video."
pampersus,results/pampersus/C6w1kPUr1FF_2024-05-10_01-07-11_UTC.mp4,True,A baby is shown wearing the Pampers Swaddlers 360 diapers throughout the video. The video shows the process of putting on the diaper as well.,True,"The Pampers Swaddlers 360 diaper box is prominently displayed in the video, and the diapers themselves are shown in detail.",True,"A baby is present throughout the video, wearing and interacting with the Pampers Swaddlers 360 diapers."
pampersus,results/pampersus/DAro7dfsqC5_2024-10-04_00-21-41_UTC.mp4,False,"The video shows a woman talking about Pampers Pure Protection diapers, but it does not show anyone using the diapers.",True,A box of Pampers Pure Protection diapers is clearly visible throughout the video.,True,A baby is shown in the beginning of the video and on the diaper packaging.
pampersus,results/pampersus/C7mMR5AOzuy_2024-05-30_14-56-59_UTC_1.mp4,False,"The video shows a person putting the diapers in a shopping cart and showing the diapers to the camera. However, it does not depict the product in action on a baby while in use.",True,"The Pampers diapers are clearly shown in various shots throughout the video, including close-ups of the packaging and the diaper itself.",True,A baby is present in the video; the baby is wearing Pampers diapers.
pampersus,results/pampersus/C8xTBtERygC_2024-06-28_19-00-02_UTC.mp4,True,"A baby is shown wearing a diaper, and the video shows a woman changing the diaper on a baby.",True,The Pampers Swaddlers diaper box and diapers are clearly shown throughout the video.,True,"A baby is present in several scenes, primarily in the beginning and end of the video.  The baby is shown in the diaper and being held."
pampersus,results/pampersus/C59Ry9VvqFn_2024-04-19_21-05-26_UTC_1.mp4,True,A baby is shown wearing the Pampers Cruisers 360 diapers throughout the video.  The parent demonstrates putting the diaper on the baby.,True,"The Pampers Cruisers 360 diaper box is shown, as well as the diapers on the baby throughout the video.",True,A baby is present and is the focus of the video. The baby is wearing Pampers Cruisers 360 diapers.
pampersus,results/pampersus/C7146vMO2XJ_2024-06-05_17-18-04_UTC_1.mp4,False,"A person is shown handling and demonstrating the features of the Pampers Swaddlers 360 diapers, but not actively using them on a baby during a diaper change.",True,"The Pampers Swaddlers 360 diaper box and individual diapers are clearly visible throughout the video, showcasing the product's packaging and design.",True,"A baby is present in the video; however, the diaper change itself is not shown."
pampersus,results/pampersus/C8xNz_auwbY_2024-06-28_18-13-12_UTC_1.mp4,True,A baby is shown wearing the Pampers Cruisers 360 diapers throughout the video.,True,"The Pampers Cruisers 360 diaper box is shown, as well as a close-up of the diaper itself.",True,A baby is the central focus of the video.
pampersus,results/pampersus/C-EAjnYp9AR_2024-07-30_21-56-25_UTC_1.mp4,False,The video shows a person purchasing a box of Pampers Swaddlers diapers at Walmart.  There is no demonstration of the diapers being used on a baby.,True,"The product, Pampers Swaddlers diapers, is clearly visible throughout the video, shown on shelves and in the shopping cart.",True,A baby's picture is displayed on the box of Pampers Swaddlers diapers.
pampersus,results/pampersus/DA4eyonJhiZ_2024-10-09_00-02-31_UTC_1.mp4,True,A baby is shown wearing Pampers Swaddlers diapers.  The video also shows a person putting a diaper on a baby doll and demonstrating the absorbency of a Pampers Swaddlers diaper.,True,Pampers Swaddlers diapers and packaging are clearly shown throughout the video.,True,A real baby and a baby doll are shown in the video.
pampersus,results/pampersus/DBCCSeMS-70_2024-10-12_17-07-16_UTC_1.mp4,True,A baby is shown wearing a diaper.  The adult in the video takes the diaper out of its packaging and shows the diaper to the camera.,True,The Pampers Swaddlers diaper box and several diapers are clearly shown throughout the video.,True,"A baby or toddler is present throughout the video, wearing Pampers Swaddlers diapers."
pampersus,results/pampersus/C8H38rlgVtM_2024-06-12_16-58-38_UTC.mp4,True,A baby is shown wearing the Pampers Easy Ups diaper. ,True,"The Pampers Easy Ups diapers are clearly shown in the video, both in the box and individually. ",True,A toddler is shown wearing the diapers and dancing.
pampersus,results/pampersus/C-sk0rlx3-A_2024-08-15_16-00-00_UTC.mp4,True,A baby is shown wearing the Pampers Easy Ups diapers throughout the video.,True,A box of Pampers Easy Ups diapers is clearly visible at several points in the video.,True,A toddler girl is present in the video and is shown wearing the diapers.
pampersus,results/pampersus/C5gr8hPRYVp_2024-04-08_18-36-40_UTC_1.mp4,False,"A person is shown taking the Pampers product from a shelf and placing it in a car, but not using it on a baby.  The person demonstrates how to use the easy tear sides and the tape to secure the diaper.",True,"The Pampers Cruisers 360 diapers are clearly shown on the shelves of a store, in a car trunk, and in the hands of the person in the video.  The packaging is clearly visible, with the brand name and product type visible.",False,There is no child or baby present in the video.
pampersus,results/pampersus/C77EXWQR2N-_2024-06-07_17-31-28_UTC.mp4,False,"Although the video shows a baby and a diaper, it does not show the product in action. The person in the video shows the diaper but does not put it on the baby.",True,The product is clearly seen in the video. The Pampers Swaddlers 360 diaper is shown in its box and also out of its packaging.,True,A baby is present throughout the entire video.
pampersus,results/pampersus/C48RMElLZ1Y_2024-03-25_15-13-05_UTC_1.mp4,True,"A baby is shown wearing a diaper, and the video shows the process of putting a diaper into a bag.",True,The Pampers Swaddlers diaper box and diaper are clearly shown throughout the video.,True,There are two babies present in the video; one is shown multiple times throughout and the other is briefly shown in a stroller.
pampersus,results/pampersus/C7Zx59BRLiM_2024-05-25_19-16-09_UTC_1.mp4,True,A woman puts a diaper on a baby mannequin. ,True,The Pampers Swaddlers 360 product is shown in boxes and individually.,False,A baby is shown on the diaper packaging. There is also a baby mannequin used to demonstrate the product.
pampersus,results/pampersus/C-EIa8wS7Hm_2024-07-30_23-03-29_UTC_1.mp4,True,A toddler is shown wearing the Pampers Easy Ups training underwear.,True,The Pampers Easy Ups box and the underwear itself are clearly shown throughout the video.,True,"A toddler girl is present in the video, and she is the focus of the potty training demonstration with the product."
pampersus,results/pampersus/DB1rCVTJU-I_2024-11-01_18-25-00_UTC_1.mp4,False,"The video shows the person picking up and showcasing the product, but not using it in action on a baby.",True,The Pampers Pure Protection diapers are clearly shown on the shelves of Target and later shown closely in the person's hands and inside a drawer.,True,A baby is shown on the packaging of the Pampers Pure Protection diapers.
pampersus,results/pampersus/C7jpJS1sdL3_2024-05-29_15-11-57_UTC_1.mp4,False,No one in the video shows themselves using the diapers.  The video focuses on a giveaway for Pampers Diaper Stash.,True,The Pampers wipes are clearly shown in a drawer at the beginning of the video. The Pampers logo is visible on the packaging.,True,"There are two babies present in the video. One baby is shown throughout the video, being held by adults.  A second baby briefly appears towards the end."
pampersus,results/pampersus/C7Un4XwJMN6_2024-05-23_19-15-00_UTC_1.mp4,True,A baby is shown wearing and using the Pampers Swaddlers 360 diapers.  The adult in the video puts the diaper on the baby.,True,"The Pampers Swaddlers 360 diapers are clearly shown throughout the video, both on the baby and in boxes.",True,"A baby is present throughout much of the video, wearing and using the Pampers diapers."
pampersus,results/pampersus/C83B1EpMdep_2024-07-01_00-23-35_UTC_1.mp4,False,The video shows a woman talking about Pampers Swaddlers diapers.  She holds up a diaper and shows its features but doesn't show it in action on a baby. ,True,A box of Pampers Swaddlers diapers is clearly visible throughout the video.  The woman also holds up individual diapers to show their features.,True,"A baby is present throughout the video, sitting in the woman's lap."
pampersus,results/pampersus/C8udH1LPvhn_2024-06-27_16-30-39_UTC.mp4,True,A baby is shown wearing the Pampers Easy Ups training underwear.  The video also shows a person opening a package of the product and holding up a single diaper.,True,"The product, Pampers Easy Ups training underwear, is clearly visible on the box, and individual diapers are shown throughout the video.",True,"A young girl, Riley, is featured prominently in the video wearing the diapers."
pampersus,results/pampersus/C8uUSrWpzqv_2024-06-27_15-14-31_UTC.mp4,True,A baby is shown wearing the Pampers Easy Ups training pants. The mother in the video shows the product and how it is put on the baby.,True,The Pampers Easy Ups training pants and their packaging are clearly shown throughout the video.,True,"Yes, there is a baby wearing the Pampers Easy Ups and the mother is interacting with the baby."
pampersus,results/pampersus/C7ZGPj5AFhq_2024-05-25_12-53-49_UTC.mp4,True,A women shows the diaper and puts it on her baby. A man shows the absorption of the diaper.,True,The Pampers Swaddlers 360 diapers are shown in the video in boxes and individually.,True,There is a baby girl who is shown wearing the Pampers Swaddlers 360 diapers.
pampersus,results/pampersus/C5EvBVIANf7_2024-03-28_22-03-25_UTC.mp4,False,No one in the video shows themselves using the product. A woman and a girl go to Walmart and pick up a package of Pampers Easy Ups diapers.  The video focuses on the purchase of the product and not its use.,True,The Pampers Easy Ups product is clearly shown in the store and later in the home. The packaging is clearly visible.,True,A young girl is present throughout the video. She is the focus of the advertisement.
pampersus,results/pampersus/C8Fg-OnPHPJ_2024-06-11_18-54-23_UTC.mp4,True,A baby is shown wearing the Pampers Easy Ups training underwear.  The video also shows a person holding up and showing the product.,True,The Pampers Easy Ups packaging and the underwear itself are clearly shown throughout the video.,True,A toddler is present and shown wearing the Pampers Easy Ups training underwear.
pampersus,results/pampersus/C2yS1sdsf3e_2024-02-01_01-08-25_UTC.mp4,False,"The video shows the product's box and a single diaper, but there is no demonstration of how it is used on a baby.",True,The product's box and a single diaper are clearly shown in the video.,True,There are multiple babies and children present in the video.
pampersus,results/pampersus/C6hDjz_g82H_2024-05-03_18-35-10_UTC_1.mp4,True,A person in the video is shown using the wipes to clean a baby.,True,The product is shown in the video and the packaging is clearly visible.,True,A baby is present in the video and is shown being cleaned with the wipes.
pampersus,results/pampersus/C22PvAPOMiJ_2024-02-02_13-59-07_UTC.mp4,False,No product is used by anyone in the video.,False,No product is shown in the video.,True,There are babies and children present in some of the images shown in the video.
pampersus,results/pampersus/C8hO4jkOQgl_2024-06-22_13-14-34_UTC.mp4,True,A baby is shown wearing the Pampers Easy Ups training underwear.,True,The Pampers Easy Ups box and the underwear itself are clearly shown throughout the video.,True,"A toddler is present throughout the video, and is shown wearing the diapers."
pampersus,results/pampersus/C_sZ6jMO4qj_2024-09-09_10-59-11_UTC_1.mp4,True,A baby is shown wearing a Pampers Swaddlers diaper. The video shows the diaper being held and shown to the camera.,True,The Pampers Swaddlers box and diaper are clearly visible throughout the video.,True,A baby is shown wearing the Pampers Swaddlers diaper and is also shown without the diaper at one point.
pampersus,results/pampersus/C43eNA_gfMM_2024-03-23_18-31-18_UTC.mp4,True,A person in the video shows how to put a diaper on a baby doll.  The diaper is shown in action as it absorbs a liquid. ,True,"The Pampers Swaddlers box is clearly visible throughout the video, and the diapers themselves are shown several times.",False,A baby doll is used in the video to demonstrate diaper usage.
pampersus,results/pampersus/C7oyxBVgHIp_2024-05-31_15-13-39_UTC_1.mp4,False,No one in the video shows themselves using the product. The presenter talks about the product and shows it but doesn't use it.,True,The product is shown in the video from the brand pampers. The presenter holds up a diaper and shows its features. The packaging of the diapers is also shown.,True,There are images of babies wearing the diapers shown in the video.
pampersus,results/pampersus/C8fLGU5O-W8_2024-06-21_18-05-19_UTC.mp4,True,A baby is shown wearing the Pampers Swaddlers diaper throughout the video.,True,The Pampers Swaddlers diaper is clearly shown in multiple shots; its packaging and features are highlighted.,True,"A baby girl is present in the video, shown from birth to a few months old.  She is the focus of the video."
pampersus,results/pampersus/DA6oTXQSCRn_2024-10-09_20-12-37_UTC_1.mp4,True,A baby is shown wearing the Pampers Swaddlers 360 diapers throughout the video.  The diaper is also shown being put on the baby and being held by an adult.,True,The Pampers Swaddlers 360 diaper boxes are clearly visible in the store and at home. The diaper itself is also clearly shown multiple times.,True,"A baby is present throughout the video, wearing the Pampers Swaddlers 360 diapers."
